lifespan,Breed,event
14.1874287018024,Bichon Frise,1
9.1114533424595,Bichon Frise,1
11.7752680812229,Bichon Frise,1
13.3797627195984,Bichon Frise,1
8.002623773671,Bichon Frise,1
9.67271275382158,Bichon Frise,1
11.3921971252567,Bichon Frise,1
12.4160392425279,Bichon Frise,1
0.832306639288159,Bichon Frise,1
7.14020077572439,Bichon Frise,1
11.1100844170659,Bichon Frise,1
7.81656399726215,Bichon Frise,1
8.22165183664157,Bichon Frise,1
9.47022587268994,Bichon Frise,1
9.63175906913073,Bichon Frise,1
9.639858544376,Bichon Frise,1
9.74127310061602,Bichon Frise,1
10.8446269678303,Bichon Frise,1
13.2018024184349,Bichon Frise,1
10.5215605749487,Bichon Frise,1
9.43451973534109,Bichon Frise,1
11.1129363449692,Bichon Frise,1
11.4112480036505,Bichon Frise,1
11.7835957107004,Bichon Frise,1
13.5167693360712,Bichon Frise,1
14.6473876340406,Bichon Frise,1
16.2436687200548,Bichon Frise,1
16.8458818161077,Bichon Frise,1
7.52349988592288,Bichon Frise,1
7.73431439653206,Bichon Frise,1
14.5544147843943,Bichon Frise,1
6.5351357517682,Bichon Frise,1
11.3127994524298,Bichon Frise,1
12.1203513575177,Bichon Frise,1
9.83150809947525,Bichon Frise,1
12.6023271731691,Bichon Frise,1
9.07049965776865,Bichon Frise,1
14.6063198722336,Bichon Frise,1
9.930070727812,Bichon Frise,1
7.36755646817248,Bichon Frise,1
8.11498973305955,Bichon Frise,1
10.138147387634,Bichon Frise,1
10.5817932922656,Bichon Frise,1
11.813826146475,Bichon Frise,1
12.0355920602327,Bichon Frise,1
12.3120009126169,Bichon Frise,1
12.646018708647,Bichon Frise,1
13.5222450376454,Bichon Frise,1
14.1682637462925,Bichon Frise,1
14.6665525895505,Bichon Frise,1
15.6112251882272,Bichon Frise,1
15.8876340406115,Bichon Frise,1
17.2594113620808,Bichon Frise,1
5.89185489390828,Bichon Frise,1
6.14647501711157,Bichon Frise,1
7.99714807209674,Bichon Frise,1
8.02464065708419,Bichon Frise,1
8.39413643623089,Bichon Frise,1
8.50912616929044,Bichon Frise,1
9.11978097193703,Bichon Frise,1
10.0094684006388,Bichon Frise,1
10.0506502395619,Bichon Frise,1
10.880219028063,Bichon Frise,1
11.315537303217,Bichon Frise,1
12.0409536846908,Bichon Frise,1
12.1285649098791,Bichon Frise,1
12.4023499885923,Bichon Frise,1
12.6487565594342,Bichon Frise,1
12.9911019849418,Bichon Frise,1
14.0231576545745,Bichon Frise,1
14.4941820670773,Bichon Frise,1
15.0033082363678,Bichon Frise,1
15.2963723477071,Bichon Frise,1
17.4702258726899,Bichon Frise,1
7.73442847364819,Bichon Frise,1
9.96030116358658,Bichon Frise,1
12.3559206023272,Bichon Frise,1
12.7035135751768,Bichon Frise,1
12.810289755875,Bichon Frise,1
12.9636093999544,Bichon Frise,1
13.2592972849646,Bichon Frise,1
13.8972165183664,Bichon Frise,1
14.113620807666,Bichon Frise,1
14.3244353182752,Bichon Frise,1
14.4940679899612,Bichon Frise,1
15.2826830937714,Bichon Frise,1
15.6795573807894,Bichon Frise,1
11.2907825690167,Bichon Frise,1
11.7726443075519,Bichon Frise,1
14.8390371891399,Bichon Frise,1
9.76032397900981,Bichon Frise,1
16.6598220396988,Bichon Frise,1
9.72199406798996,Bichon Frise,1
14.9103353867214,Bichon Frise,1
16.0355920602327,Bichon Frise,1
18.4365731234314,Bichon Frise,1
9.16621035820214,Bichon Frise,1
7.2030572667123,Bichon Frise,1
8.35592060232717,Bichon Frise,1
8.41056354095369,Bichon Frise,1
8.52829112480036,Bichon Frise,1
9.9382842801734,Bichon Frise,1
10.258726899384,Bichon Frise,1
10.4010951403149,Bichon Frise,1
10.469427332877,Bichon Frise,1
10.6282226785307,Bichon Frise,1
10.7652292950034,Bichon Frise,1
11.0361624458134,Bichon Frise,1
11.4468400638832,Bichon Frise,1
12.4926990645676,Bichon Frise,1
12.8979009810632,Bichon Frise,1
8.82671686059776,Bichon Frise,1
9.2703627652293,Bichon Frise,1
14.4776408852384,Bichon Frise,1
0.0190508783937942,Bichon Frise,1
4.53376682637463,Bichon Frise,1
5.77127538215834,Bichon Frise,1
6.02976912059219,Bichon Frise,1
6.03410905772302,Bichon Frise,1
6.05874971480721,Bichon Frise,1
6.68856947296372,Bichon Frise,1
7.74264202600958,Bichon Frise,1
8.24629249372576,Bichon Frise,1
8.36960985626283,Bichon Frise,1
8.74184348619667,Bichon Frise,1
8.90622861054073,Bichon Frise,1
9.19085101528633,Bichon Frise,1
9.66461327857632,Bichon Frise,1
9.8616244581337,Bichon Frise,1
9.90280629705681,Bichon Frise,1
10.1299338352726,Bichon Frise,1
10.2970568104038,Bichon Frise,1
10.3353867214237,Bichon Frise,1
10.7488021902806,Bichon Frise,1
10.8117727583847,Bichon Frise,1
11.0443759981748,Bichon Frise,1
11.1813826146475,Bichon Frise,1
11.3264887063655,Bichon Frise,1
11.3647045402692,Bichon Frise,1
11.4030344512891,Bichon Frise,1
12.0328542094456,Bichon Frise,1
12.4706821811545,Bichon Frise,1
12.5092402464066,Bichon Frise,1
12.520077572439,Bichon Frise,1
12.5584074834588,Bichon Frise,1
12.7007757243897,Bichon Frise,1
12.7226785306867,Bichon Frise,1
12.7227926078029,Bichon Frise,1
12.7993383527264,Bichon Frise,1
13.0376454483231,Bichon Frise,1
13.0977640885238,Bichon Frise,1
13.151295123837,Bichon Frise,1
13.1826374629249,Bichon Frise,1
13.6755646817248,Bichon Frise,1
13.784964636094,Bichon Frise,1
14.1218343600274,Bichon Frise,1
14.2942048825006,Bichon Frise,1
14.42835957107,Bichon Frise,1
14.5214464978325,Bichon Frise,1
14.8143965320557,Bichon Frise,1
14.8445128907141,Bichon Frise,1
14.9540269221994,Bichon Frise,1
15.6139630390144,Bichon Frise,1
16.437942048825,Bichon Frise,1
20.1121378051563,Bichon Frise,1
13.533196440794,Bichon Frise,1
10.0779146703171,Bichon Frise,1
9.44558521560575,Bichon Frise,1
10.0094684006388,Bichon Frise,1
11.8027606662104,Bichon Frise,1
11.9998859228839,Bichon Frise,1
12.8212411590235,Bichon Frise,1
15.709787816564,Bichon Frise,1
10.0806525211043,Bichon Frise,1
14.263974446726,Bichon Frise,1
4.01357517681953,Bichon Frise,1
7.78359571070043,Bichon Frise,1
9.73294547113849,Bichon Frise,1
9.70020533880903,Bichon Frise,1
13.6536618754278,Bichon Frise,1
10.299794661191,Bichon Frise,1
12.8568332192562,Bichon Frise,1
10.4612137805156,Bichon Frise,1
12.5885238421173,Bichon Frise,1
12.7254163814739,Bichon Frise,1
12.8158795345654,Bichon Frise,1
7.47433264887064,Bichon Frise,1
8.92254163814739,Bichon Frise,1
9.15537303216975,Bichon Frise,1
11.315537303217,Bichon Frise,1
11.7014601870865,Bichon Frise,1
11.9122746976956,Bichon Frise,1
12.6132785763176,Bichon Frise,1
13.680926306183,Bichon Frise,1
13.7302076203514,Bichon Frise,1
14.0724389687429,Bichon Frise,1
14.1271959844855,Bichon Frise,1
15.3620807665982,Bichon Frise,1
9.79044033766826,Bichon Frise,1
11.9288158795346,Bichon Frise,1
7.00057038558065,Bichon Frise,1
10.9512890714123,Bichon Frise,1
6.8937942048825,Bichon Frise,1
14.5844170659366,Bichon Frise,1
9.24287018024184,Bichon Frise,1
12.3449691991786,Bichon Frise,1
5.88911704312115,Bichon Frise,1
7.90953684690851,Bichon Frise,1
5.06764772986539,Bichon Frise,1
10.6692904403377,Bichon Frise,1
11.3867214236824,Bichon Frise,1
12.2956878850103,Bichon Frise,1
13.6700889801506,Bichon Frise,1
12.5666210358202,Bichon Frise,1
13.6481861738535,Bichon Frise,1
9.33048140543007,Bichon Frise,1
